Timestamp,Age,Gender,Marital status,Part TIme/ Full Time Student,Where are you from?,Which University / Institute are you from?,Which faculty are you from?,Which academic year are you currently in? ,What is your preferred mode of learning ?,Are you missing traditional learning?,Benefits of e-learning you feel compared to in-class learning? [Easy to attend classes without missing],Benefits of e-learning you feel compared to in-class learning? [Ability to record lecture],Benefits of e-learning you feel compared to in-class learning? [Access to more learning materials],Benefits of e-learning you feel compared to in-class learning? [Learning on your own pace],Benefits of e-learning you feel compared to in-class learning? [Comfort environment at home],Benefits of e-learning you feel compared to in-class learning? [More time to focus on other interest],Any other benefits you feel compared to in-class learning?,Strategies you like on Online Teaching  ? [Interactive Discussions only with the pre-uploaded  record Lectures],Strategies you like on Online Teaching  ? [Lectures with in-class quizzes],Strategies you like on Online Teaching  ? [Online team Activities [Breakout Room]],Strategies you like on Online Teaching  ? [Video based teaching with whiteboard],Strategies you like on Online Teaching  ? [Online teaching with touch Pad],Strategies you like on Online Teaching  ? [Lectures with Polls ],Strategies you like on Online Teaching  ? [Offline learning with recorded videos],What are the online based assessment methodologies you prefer ?,Generic skills and learning experience in E-Learning (E-Learning developed my problem-solving skills),Generic skills and learning experience in E-Learning (E-Learning helped me develop my ability to work as team member),Generic skills and learning experience in E-Learning (E-Learning helped me to develop the ability to plan my own work),Generic skills and learning experience in E-Learning (E-Learning improves my confident about tackling unfamiliar problems),"Generic skills and learning experience in E-Learning (As a result of E-Learning, I am more positive about achieving my goals)",Technical challenges you faces on E-Learning? [Poor network coverage],"Technical challenges you faces on E-Learning? [Issues is in handling IT infrastructures [Eg : Zoom, Moodle, Etc)]",Technical challenges you faces on E-Learning? [Lack of access to personal Computer],Technical challenges you faces on E-Learning? [Frequent power failures],Personal challenges you faces on E-Learning? [Lack of social interaction with colleagues],Personal challenges you faces on E-Learning? [Lack of Team work / Group Study],Personal challenges you faces on E-Learning? [Lack of motivation to study],Personal challenges you faces on E-Learning? [Lack of concentration ],Course related challenges you faces on E-Learning? [Missing practical experience ],Course related challenges you faces on E-Learning? [Missing group project activities],Course related challenges you faces on E-Learning? [Additional stress due to online exams],Course related challenges you faces on E-Learning? [missing class room Interative learning],Course related challenges you faces on E-Learning? [Lack of focus on lecture time],Any other challenges you faces compared to in-class learning?,Overall satisfaction through E-Learning,Which of the following do you still wish to have online if universities opt for a hybrid approach?,Please indicate that you agree to participate in this study
10/21/2021 9:33:48,21,Female,Single,No,Hambantota,University of Jaffna,Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],1,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Online Report Submissions,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,,7,Practical Sessions,I agree to participate in this study
10/21/2021 9:33:57,21,Female,Single,No,Matara,University of Jaffna,Technology,First Year,Traditional Learning [In Class Learning],4,Agree,Agree,Agree,Agree,Agree,Agree,Being time management ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Quizzes,Diasgree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,6,None of them,I agree to participate in this study
10/21/2021 9:34:51,20,Female,Single,No,Gampaha,University of Jaffna,Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],4,Agree,Not Sure,Not Sure,Agree,Agree,Not Sure,Good ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Report Submissions",Diasgree,Disagree,Disagree,Disagree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,,7,Assigments,I agree to participate in this study
10/21/2021 9:36:26,21,Male,Single,No,Polonnaruwa,University of Jaffna,Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],3,Agree,Agree,Not Sure,Agree,Agree,Not Sure,We can save the time and save money,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Not Sure,"Quizzes, Online Presentations",Diasgree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Agree,Not Sure,Not Sure,,6,"Lectures, Exams, Assigments",I agree to participate in this study
10/21/2021 9:41:24,21,Female,Single,No,Anuradhapura,University of Jaffna,Technology,First Year,Online Learning with Real-time Interaction,5,Disagree,Not Sure,Agree,Agree,Strongly Disagree,Disagree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Quizzes,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,,4,Lectures,I agree to participate in this study
10/21/2021 9:43:51,22,Male,Single,No,Colombo,University of Moratuwa,Engineering,Second Year,Online Learning with Real-time Interaction,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Not Sure,Agree,Strongly Disagree,Not Sure,Agree,Disagree,Disagree,Strongly Disagree,Not Sure,Agree,Diasgree,Strongly Disagree,Strongly Disagree,Not Sure,Disagree,Disagree,Disagree,Strongly Disagree,,9,"Lectures, Exams, Assigments",I agree to participate in this study
10/21/2021 10:07:27,23,Male,Single,Yes,Ratnapura,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],3,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Not Sure,Disagree,Disagree,Strongly Agree,Not Sure,Disagree,Strongly Disagree,Agree,Agree,Agree,Diasgree,Not Sure,Strongly Agree,Not Sure,Disagree,Not Sure,Not Sure,,8,"Lectures, Assigments",I agree to participate in this study
10/21/2021 10:21:48,21,Male,Single,No,Batticaloa,University of Jaffna,Technology,First Year,Traditional Learning [In Class Learning],5,Not Sure,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,6,"Lectures, Exams, Assigments, Practical Sessions",I agree to participate in this study
10/21/2021 10:42:23,24,Male,Single,No,Jaffna,University of Jaffna,Technology,Fourth Year,Traditional Learning [In Class Learning],5,Agree,Agree,Not Sure,Not Sure,Disagree,Not Sure,,Agree,Agree,Not Sure,Agree,Agree,Agree,Strongly Agree,"Quizzes, Online Report Submissions",Diasgree,Strongly Disagree,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,,4,"Lectures, Practical Sessions",I agree to participate in this study
10/21/2021 11:05:07,23,Male,Single,No,Nuwara Eliya,University of Jaffna,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Agree,Agree,Agree,Not Sure,Disagree,,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,Online Report Submissions,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,7,Assigments,I agree to participate in this study
10/21/2021 11:46:17,21,Female,Single,No,Ampara,University of Jaffna,Engineering,First Year,Online Learning with Real-time Interaction,4,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,Online Report Submissions,Diasgree,Disagree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,,6,"Lectures, Exams, Practical Sessions",I agree to participate in this study
10/21/2021 11:48:49,23,Male,Single,No,Monaragala,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],3,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"Quizzes, Online Report Submissions",Diasgree,Disagree,Disagree,Disagree,Not Sure,Agree,Disagree,Disagree,Agree,Strongly Agree,Not Sure,Not Sure,Diasgree,Agree,Agree,Not Sure,Agree,Not Sure,,8,"Lectures, Assigments",I agree to participate in this study
10/21/2021 12:00:42,21,Female,Single,No,Matale,University of Jaffna,Engineering,First Year,Online Learning with Real-time Interaction,5,Agree,Agree,Agree,Not Sure,Agree,Not Sure,Get more time to self learning,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Strongly Disagree,Not Sure,Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,No,7,Lectures,I agree to participate in this study
10/21/2021 12:16:58,21,Male,Single,No,Anuradhapura,University of Jaffna,Technology,First Year,Traditional Learning [In Class Learning],4,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Time management,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Quizzes,Diasgree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,No,8,Assigments,I agree to participate in this study
10/21/2021 13:15:28,21,Male,Single,No,Puttalam,University of Jaffna,Technology,First Year,Online Learning with Real-time Interaction,1,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,"Quizzes, Online Report Submissions",Diasgree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Not Sure,Agree,Disagree,Disagree,Agree,Disagree,,8,"Lectures, Practical Sessions",I agree to participate in this study
10/21/2021 14:00:05,22,Male,Single,Yes,Gampaha,University of Jaffna,Technology,Second Year,Offline Learning [E-Learning with Recorded videos],3,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Nothing ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Online Report Submissions,Diasgree,Disagree,Not Sure,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Difficulty in understanding lessons,5,Assigments,I agree to participate in this study
10/21/2021 14:26:59,22,Female,Single,No,Jaffna,University of Jaffna,Technology,First Year,Offline Learning [E-Learning with Recorded videos],,Not Sure,Not Sure,Not Sure,Strongly Disagree,Not Sure,Not Sure,Nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Quizzes,Agree,Disagree,Strongly Agree,Agree,Agree,Not Sure,Disagree,Not Sure,Agree,Diasgree,Strongly Disagree,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Agree,Agree,Nothing,7,Assigments,I agree to participate in this study
10/21/2021 15:25:07,23,Female,Single,No,Kandy,University of Jaffna,Technology,Second Year,Traditional Learning [In Class Learning],4,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,,Not Sure,Not Sure,Agree,Strongly Agree,Not Sure,Agree,Disagree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,,8,None of them,I agree to participate in this study
10/21/2021 15:32:59,22,Male,Single,No,Badulla,University of Jaffna,Engineering,Second Year,Hybrid Learning [Mix of Online and In Class Learning],5,Not Sure,Agree,Agree,Agree,Not Sure,Agree,,Agree,Not Sure,Not Sure,Disagree,Agree,Agree,Strongly Agree,Online Report Submissions,Diasgree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Not Sure,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Strongly Agree,Agree,,7,Lectures,I agree to participate in this study
10/21/2021 16:53:08,21,Female,Single,No,Trincomalee,University of Jaffna,Engineering,First Year,Traditional Learning [In Class Learning],4,Disagree,Strongly Agree,Agree,Agree,Not Sure,Not Sure,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Quizzes,Agree,Strongly Disagree,Disagree,Agree,Not Sure,Agree,Agree,Agree,Agree,Diasgree,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Not Sure,,5,None of them,I agree to participate in this study
10/21/2021 17:50:46,21,Male,Single,No,Gampaha,University of Jaffna,Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],3,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Online Report Submissions,Agree,Disagree,Strongly Disagree,Agree,Agree,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,Agree,Not Sure,,7,"Assigments, Practical Sessions",I agree to participate in this study
10/21/2021 18:35:29,20,Female,Single,No,Mannar,University of Jaffna,Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Agree,Disagree,Agree,Agree,Agree,Feel comfortable. But sometimes I can't able to understand some subjects,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,6,Assigments,I agree to participate in this study
10/21/2021 19:02:33,24,Male,Single,No,Jaffna,University of Jaffna,Technology,Third Year,Hybrid Learning [Mix of Online and In Class Learning],5,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Not Sure,,8,"Lectures, Assigments",I agree to participate in this study
10/21/2021 19:09:28,22,Male,Single,No,Jaffna,University of Jaffna,Technology,First Year,Traditional Learning [In Class Learning],5,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,,Disagree,Not Sure,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Strongly Disagree,Strongly Disagree,Disagree,Not Sure,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,,5,"Lectures, Exams",I agree to participate in this study
10/21/2021 20:00:38,21,Male,Single,No,Ampara,University of Jaffna,Technology,First Year,Traditional Learning [In Class Learning],5,Not Sure,Agree,Agree,Agree,Disagree,Not Sure,,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Strongly Disagree,Quizzes,Diasgree,Strongly Disagree,Disagree,Disagree,Not Sure,Agree,Not Sure,Disagree,Strongly Agree,Agree,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,7,Lectures,I agree to participate in this study
10/21/2021 21:58:37,21,Female,Single,No,Trincomalee,University of Jaffna,Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],5,Not Sure,Not Sure,Disagree,Disagree,Not Sure,Agree,No any Transport cost,Not Sure,Agree,Agree,Not Sure,Agree,Agree,Not Sure,Quizzes,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,3,Assigments,I agree to participate in this study
10/21/2021 22:24:24,24,Male,Single,Yes,Trincomalee,University of Jaffna,Technology,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],5,Disagree,Strongly Agree,Strongly Agree,Not Sure,Strongly Disagree,Agree,,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Online Report Submissions,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,5,None of them,I agree to participate in this study
10/21/2021 23:18:30,21,Female,Single,Yes,Kegalle,University of Moratuwa,Engineering,Second Year,Hybrid Learning [Mix of Online and In Class Learning],3,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,,Agree,Strongly Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Not Sure,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,"so many in class assignment, exams, mid tests, quiz are held in the lecture time but some students have connection issues, bad whether condition and sudden power failures. As the result could not complete the assignment on time. This is the most stressful thing for me because I do not know at what time power failure happen.",7,"Lectures, Assigments",I agree to participate in this study
10/21/2021 23:28:04,22,Female,Single,No,Kegalle,University of Jaffna,Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],5,Strongly Disagree,Disagree,Not Sure,Agree,Strongly Agree,Not Sure,Ability to manage time. Ability to manage time.  Getting more time to exercise,Agree,Agree,Agree,Agree,Not Sure,Agree,Not Sure,Online Report Submissions,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Diasgree,Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Not Sure,Missing lessons due to power outages and networking issues during class hours Avoidance exercises during class hours.,3,Assigments,I agree to participate in this study
10/22/2021 0:20:50,22,Male,Single,Yes,Ratnapura,University of Moratuwa,Engineering,Second Year,Hybrid Learning [Mix of Online and In Class Learning],2,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Agree,Not Sure,"More rest per day - No transport delays, etc...",Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,"Quizzes, Online Report Submissions",Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Diasgree,Disagree,Disagree,Agree,Not Sure,Agree,Eye fatigue and physical inactivity,8,"Lectures, Assigments",I agree to participate in this study
10/22/2021 7:29:09,20,Female,Single,No,Puttalam,University of Jaffna,Technology,First Year,Online Learning with Real-time Interaction,5,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,Online Presentations,Not Sure,Agree,Disagree,Not Sure,Agree,Not Sure,Not Sure,Agree,Strongly Agree,Diasgree,Diasgree,Diasgree,Diasgree,Disagree,Disagree,Disagree,Disagree,Disagree,,10,"Lectures, Exams, Assigments",I agree to participate in this study
10/22/2021 9:06:16,23,Female,Single,No,Colombo,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,2,None of them,I agree to participate in this study
10/22/2021 9:27:02,23,Male,Single,No,Anuradhapura,University of Moratuwa,Engineering,Third Year,Traditional Learning [In Class Learning],5,Disagree,Strongly Agree,Not Sure,Agree,Strongly Disagree,Strongly Disagree,We are able to volume up or down the sound.,Disagree,Not Sure,Not Sure,Agree,Disagree,Strongly Agree,Disagree,"Online Presentations, Online Report Submissions",Not Sure,Strongly Disagree,Disagree,Not Sure,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,It is not good for the mental health since most of times the students are spending their time infront of a computer without interacting with any human. They only interact with humans through social media. This is a very dangerous situation.,5,Assigments,I agree to participate in this study
10/22/2021 10:07:09,23,Male,Single,No,Colombo,University of Jaffna,Technology,Fourth Year,Traditional Learning [In Class Learning],4,Not Sure,Disagree,Disagree,Agree,Not Sure,Strongly Agree,,Disagree,Agree,Strongly Disagree,Disagree,Not Sure,Agree,Disagree,Online Report Submissions,Diasgree,Strongly Disagree,Disagree,Disagree,Disagree,Not Sure,Disagree,Disagree,Not Sure,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,5,Lectures,I agree to participate in this study
10/22/2021 10:11:10,23,Male,Single,No,Kalutara,University of Moratuwa,Engineering,Third Year,Traditional Learning [In Class Learning],,Agree,Agree,Not Sure,Strongly Agree,Agree,Strongly Agree,,Not Sure,Agree,Disagree,Agree,Disagree,Agree,Disagree,"Online Presentations, Online Report Submissions",Diasgree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,6,"Lectures, Exams, Assigments",I agree to participate in this study
10/22/2021 10:20:59,23,Male,Single,No,Gampaha,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],3,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I can watch previous lectures. And also If we missed some lecture as an example we  have to do important thing in our lives, we can coverup the missed lectures also. ",Agree,Disagree,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Report Submissions",Agree,Disagree,Strongly Disagree,Agree,Disagree,Not Sure,Not Sure,Disagree,Agree,Agree,Agree,Not Sure,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,,8,"Lectures, Assigments",I agree to participate in this study
10/22/2021 10:37:21,23,Male,Single,No,Kandy,University of Jaffna,Technology,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],4,Disagree,Agree,Agree,Agree,Agree,Agree,,Not Sure,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Disagree,Disagree,Disagree,Not Sure,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,,6,"Lectures, Exams, Assigments, Practical Sessions",I agree to participate in this study
10/22/2021 11:35:50,24,Male,Single,No,Puttalam,University of Jaffna,Technology,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],5,Not Sure,Strongly Agree,Agree,Not Sure,Agree,Disagree,,Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,"Quizzes, Online Report Submissions",Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Disagree,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,4,"Exams, Assigments",I agree to participate in this study
10/22/2021 11:48:59,24,Male,Single,No,Ampara,University of Jaffna,Technology,Fourth Year,Traditional Learning [In Class Learning],2,Agree,Disagree,Agree,Not Sure,Agree,Not Sure,,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Online Report Submissions,Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Strongly Disagree,Agree,Agree,Not Sure,Diasgree,Diasgree,Diasgree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,"There is one or two lecturers, giving the brake for 5 or 10 minutes , but other lecturer didn't give that, so that time the the course is very booring to us ",5,Lectures,I agree to participate in this study
10/22/2021 12:01:42,24,Male,Single,No,Batticaloa,University of Jaffna,Technology,Fourth Year,Online Learning with Real-time Interaction,3,Agree,Agree,Not Sure,Agree,Strongly Disagree,Not Sure,Successful ,Agree,Agree,Agree,Agree,Not Sure,Agree,Agree,Online Report Submissions,Not Sure,Disagree,Disagree,Not Sure,Disagree,Agree,Not Sure,Disagree,Agree,Agree,Agree,Diasgree,Agree,Agree,Agree,Disagree,Agree,Agree,No,6,Practical Sessions,I agree to participate in this study
10/22/2021 12:20:22,23,Male,Single,No,Trincomalee,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],5,Disagree,Agree,Not Sure,Agree,Agree,Agree,Recorded videos that can be accessed anytime.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Report Submissions",Diasgree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,6,"Lectures, Exams, Practical Sessions",I agree to participate in this study
10/22/2021 13:05:17,23,Male,Single,No,Puttalam,University of Jaffna,Technology,Second Year,Hybrid Learning [Mix of Online and In Class Learning],4,Disagree,Not Sure,Disagree,Disagree,Strongly Disagree,Disagree,Only time management,Not Sure,Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,3,"Exams, Practical Sessions",I agree to participate in this study
10/22/2021 13:12:14,23,Male,Single,Yes,Colombo,University of Jaffna,Technology,Second Year,Traditional Learning [In Class Learning],5,Not Sure,Strongly Disagree,Not Sure,Agree,Strongly Disagree,Strongly Disagree,There has many fault than benifits,Strongly Agree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Agree,Agree,Strongly Agree,"Quizzes, Online Report Submissions",Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,This method is really uncomfortable ,1,None of them,I agree to participate in this study
10/22/2021 15:28:53,23,Male,Single,No,Anuradhapura,University of Jaffna,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Not Sure,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,"Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,8,Lectures,I agree to participate in this study
